transaction_id,customer_id,vendor_type,vendor_name,product_category,amount,transaction_datetime,day
"TXN00046233","CUST029266","Food & Beverage","Metal Munchies","Beer","10","2024-07-20 18:15:31","2024-07-21"
"TXN00046234","CUST021108","Food & Beverage","Stage Dive Pizza","BBQ Plate","20","2024-07-20 22:16:10","2024-07-21"
"TXN00046235","CUST006445","Food & Beverage","Stage Dive Pizza","Energy Drink","7","2024-07-20 16:45:34","2024-07-21"
"TXN00046236","CUST004227","Merchandise","Riff Raff Gear","Patch","10","2024-07-20 16:29:09","2024-07-21"
"TXN00046237","CUST025494","Merchandise","Headbanger Heaven","T-Shirt","30","2024-07-19 19:59:00","2024-07-20"
"TXN00046238","CUST011800","Merchandise","Metal Mayhem Merch","Poster","15","2024-07-19 17:16:30","2024-07-20"
"TXN00046239","CUST006110","Merchandise","Riff Raff Gear","CD","15","2024-07-21 01:46:37","2024-07-21"
"TXN00046240","CUST026399","Merchandise","Metal Mayhem Merch","Flag/Banner","40","2024-07-21 02:17:53","2024-07-21"
"TXN00046241","CUST024650","Food & Beverage","Stage Dive Pizza","Beer","14","2024-07-20 16:59:43","2024-07-21"
"TXN00046242","CUST022797","Food & Beverage","Metal Munchies","BBQ Plate","20","2024-07-19 01:33:04","2024-07-19"
"TXN00046243","CUST007901","Merchandise","Skull & Bones Co","Vinyl Record","25","2024-07-20 03:44:03","2024-07-20"
"TXN00046244","CUST004889","Merchandise","Blackened Apparel","CD","12","2024-07-18 23:46:55","2024-07-19"
"TXN00046245","CUST000140","Food & Beverage","Thrash Tacos","Fries","6","2024-07-18 16:19:08","2024-07-19"
"TXN00046246","CUST028058","Food & Beverage","Heavy Metal BBQ","Burger","12","2024-07-20 19:30:08","2024-07-21"
"TXN00046247","CUST023695","Merchandise","Skull & Bones Co","T-Shirt","35","2024-07-20 17:03:13","2024-07-21"
"TXN00046248","CUST008806","Food & Beverage","Headbang Burgers","Pizza Slice","8","2024-07-20 19:34:32","2024-07-21"
"TXN00046249","CUST016859","Merchandise","Metal Mayhem Merch","T-Shirt","35","2024-07-18 17:42:44","2024-07-19"
"TXN00046250","CUST007372","Merchandise","Skull & Bones Co","Hat/Cap","25","2024-07-21 01:45:02","2024-07-21"
"TXN00046251","CUST023891","Food & Beverage","Riff Refreshments","Soda","6","2024-07-19 19:57:43","2024-07-20"
"TXN00046252","CUST002575","Merchandise","Skull & Bones Co","T-Shirt","25","2024-07-19 20:16:17","2024-07-20"
"TXN00046253","CUST007130","Food & Beverage","Metal Munchies","Energy Drink","7","2024-07-20 21:51:43","2024-07-21"
"TXN00046254","CUST001127","Merchandise","Metal Mayhem Merch","CD","15","2024-07-18 16:07:46","2024-07-19"
"TXN00046255","CUST015949","Food & Beverage","Stage Dive Pizza","Pizza Slice","6","2024-07-20 18:07:46","2024-07-21"
"TXN00046256","CUST026491","Food & Beverage","Riff Refreshments","Beer","10","2024-07-21 01:26:13","2024-07-21"
"TXN00046257","CUST028363","Merchandise","Riff Raff Gear","T-Shirt","30","2024-07-19 16:11:12","2024-07-20"
"TXN00046258","CUST022160","Merchandise","Metal Mayhem Merch","T-Shirt","25","2024-07-18 23:46:05","2024-07-19"
"TXN00046259","CUST029235","Food & Beverage","Heavy Metal BBQ","Burger","12","2024-07-20 21:28:13","2024-07-21"
"TXN00046260","CUST011977","Merchandise","Riff Raff Gear","T-Shirt","30","2024-07-19 17:33:04","2024-07-20"
"TXN00046261","CUST029974","Food & Beverage","Riff Refreshments","Beer","12","2024-07-19 16:27:48","2024-07-20"
"TXN00046262","CUST013403","Merchandise","Blackened Apparel","Flag/Banner","30","2024-07-19 16:29:55","2024-07-20"
"TXN00046263","CUST025184","Food & Beverage","Metal Munchies","Burger","12","2024-07-18 16:44:48","2024-07-19"
"TXN00046264","CUST019642","Food & Beverage","Doom Dogs","Hot Dog","10","2024-07-19 21:46:57","2024-07-20"
"TXN00046265","CUST020816","Merchandise","Riff Raff Gear","Hoodie","50","2024-07-19 01:55:48","2024-07-19"
"TXN00046266","CUST019848","Food & Beverage","Metal Munchies","Hot Dog","10","2024-07-19 03:13:48","2024-07-19"
"TXN00046267","CUST025216","Merchandise","Blackened Apparel","CD","18","2024-07-20 00:51:57","2024-07-20"
"TXN00046268","CUST021914","Food & Beverage","Heavy Metal BBQ","Pizza Slice","6","2024-07-18 16:56:39","2024-07-19"
"TXN00046269","CUST021357","Merchandise","Headbanger Heaven","Poster","15","2024-07-19 18:16:11","2024-07-20"
"TXN00046270","CUST020752","Food & Beverage","Headbang Burgers","Tacos","10","2024-07-20 16:15:54","2024-07-21"
"TXN00046271","CUST017248","Food & Beverage","Riff Refreshments","BBQ Plate","20","2024-07-20 21:28:04","2024-07-21"
"TXN00046272","CUST023182","Merchandise","Metal Mayhem Merch","T-Shirt","30","2024-07-21 02:58:07","2024-07-21"
"TXN00046273","CUST013863","Food & Beverage","Riff Refreshments","BBQ Plate","18","2024-07-19 21:49:51","2024-07-20"
"TXN00046274","CUST011761","Merchandise","Skull & Bones Co","Hoodie","50","2024-07-19 19:32:23","2024-07-20"
"TXN00046275","CUST029722","Food & Beverage","Headbang Burgers","Beer","14","2024-07-19 16:23:26","2024-07-20"
"TXN00046276","CUST013086","Food & Beverage","Heavy Metal BBQ","Soda","5","2024-07-20 19:34:40","2024-07-21"
"TXN00046277","CUST001344","Merchandise","Metal Mayhem Merch","Poster","20","2024-07-19 22:04:38","2024-07-20"
"TXN00046278","CUST020470","Merchandise","Riff Raff Gear","Vinyl Record","30","2024-07-19 22:36:30","2024-07-20"
"TXN00046279","CUST021214","Food & Beverage","Heavy Metal BBQ","Hot Dog","8","2024-07-20 23:03:21","2024-07-21"
"TXN00046280","CUST018885","Merchandise","Blackened Apparel","Hoodie","50","2024-07-18 22:16:42","2024-07-19"
"TXN00046281","CUST013091","Merchandise","Blackened Apparel","Flag/Banner","35","2024-07-18 17:32:37","2024-07-19"
"TXN00046282","CUST012576","Merchandise","Metal Mayhem Merch","Vinyl Record","25","2024-07-19 18:46:46","2024-07-20"
"TXN00046283","CUST012549","Merchandise","Skull & Bones Co","Hat/Cap","30","2024-07-20 01:53:06","2024-07-20"
"TXN00046284","CUST015818","Food & Beverage","Riff Refreshments","Hot Dog","8","2024-07-18 20:09:06","2024-07-19"
"TXN00046285","CUST001108","Food & Beverage","Riff Refreshments","Water","5","2024-07-19 18:51:32","2024-07-20"
"TXN00046286","CUST004477","Food & Beverage","Metal Munchies","Water","4","2024-07-19 23:29:39","2024-07-20"
"TXN00046287","CUST020895","Food & Beverage","Metal Munchies","BBQ Plate","18","2024-07-19 23:31:35","2024-07-20"
"TXN00046288","CUST015158","Food & Beverage","Heavy Metal BBQ","Pizza Slice","6","2024-07-19 20:27:00","2024-07-20"
"TXN00046289","CUST021345","Merchandise","Skull & Bones Co","Flag/Banner","35","2024-07-18 18:37:03","2024-07-19"
"TXN00046290","CUST024035","Merchandise","Blackened Apparel","Vinyl Record","30","2024-07-18 21:31:43","2024-07-19"
"TXN00046291","CUST000523","Food & Beverage","Headbang Burgers","Soda","5","2024-07-20 19:42:51","2024-07-21"
"TXN00046292","CUST028303","Food & Beverage","Liquid Courage Bar","Fries","8","2024-07-21 00:40:40","2024-07-21"
"TXN00046293","CUST013556","Food & Beverage","Stage Dive Pizza","Hot Dog","8","2024-07-18 17:36:19","2024-07-19"
"TXN00046294","CUST016769","Merchandise","Headbanger Heaven","T-Shirt","25","2024-07-20 03:06:50","2024-07-20"
"TXN00046295","CUST016885","Food & Beverage","Heavy Metal BBQ","Burger","14","2024-07-19 02:48:55","2024-07-19"
"TXN00046296","CUST009025","Food & Beverage","Headbang Burgers","Fries","8","2024-07-18 20:22:55","2024-07-19"
"TXN00046297","CUST023528","Food & Beverage","Doom Dogs","Water","5","2024-07-18 18:54:23","2024-07-19"
"TXN00046298","CUST010986","Merchandise","Headbanger Heaven","T-Shirt","25","2024-07-19 16:03:44","2024-07-20"
"TXN00046299","CUST027115","Merchandise","Riff Raff Gear","Vinyl Record","35","2024-07-21 03:52:02","2024-07-21"
"TXN00046300","CUST020553","Merchandise","Metal Mayhem Merch","Poster","25","2024-07-20 21:38:35","2024-07-21"
"TXN00046301","CUST018495","Food & Beverage","Stage Dive Pizza","Fries","8","2024-07-19 20:44:15","2024-07-20"
"TXN00046302","CUST009603","Food & Beverage","Riff Refreshments","Energy Drink","8","2024-07-18 16:36:56","2024-07-19"
"TXN00046303","CUST009299","Food & Beverage","Headbang Burgers","Hot Dog","8","2024-07-19 17:43:18","2024-07-20"
"TXN00046304","CUST003091","Food & Beverage","Thrash Tacos","Beer","14","2024-07-19 01:19:06","2024-07-19"
"TXN00046305","CUST010010","Food & Beverage","Liquid Courage Bar","Water","4","2024-07-21 03:37:10","2024-07-21"
"TXN00046306","CUST016180","Merchandise","Blackened Apparel","Hat/Cap","20","2024-07-19 22:25:21","2024-07-20"
"TXN00046307","CUST023036","Food & Beverage","Riff Refreshments","Burger","12","2024-07-19 00:30:03","2024-07-19"
"TXN00046308","CUST029444","Food & Beverage","Riff Refreshments","Energy Drink","7","2024-07-19 20:19:31","2024-07-20"
"TXN00046309","CUST028160","Food & Beverage","Doom Dogs","Hot Dog","10","2024-07-20 01:37:51","2024-07-20"
"TXN00046310","CUST003344","Merchandise","Headbanger Heaven","Flag/Banner","40","2024-07-20 20:14:46","2024-07-21"
"TXN00046311","CUST006763","Food & Beverage","Heavy Metal BBQ","Water","5","2024-07-20 16:09:28","2024-07-21"
"TXN00046312","CUST005608","Food & Beverage","Headbang Burgers","BBQ Plate","15","2024-07-21 01:20:16","2024-07-21"
"TXN00046313","CUST011523","Food & Beverage","Heavy Metal BBQ","Energy Drink","6","2024-07-21 00:36:14","2024-07-21"
"TXN00046314","CUST021510","Food & Beverage","Headbang Burgers","Pizza Slice","6","2024-07-20 01:00:13","2024-07-20"
"TXN00046315","CUST019320","Food & Beverage","Headbang Burgers","Soda","5","2024-07-20 23:28:37","2024-07-21"
"TXN00046316","CUST006972","Food & Beverage","Metal Munchies","Energy Drink","8","2024-07-21 01:25:07","2024-07-21"
"TXN00046317","CUST028454","Food & Beverage","Heavy Metal BBQ","Pizza Slice","8","2024-07-19 16:43:22","2024-07-20"
"TXN00046318","CUST028245","Food & Beverage","Liquid Courage Bar","Water","4","2024-07-20 19:46:17","2024-07-21"
"TXN00046319","CUST004099","Merchandise","Headbanger Heaven","Vinyl Record","40","2024-07-19 00:20:23","2024-07-19"
"TXN00046320","CUST014012","Merchandise","Headbanger Heaven","Vinyl Record","40","2024-07-19 17:47:09","2024-07-20"
"TXN00046321","CUST000417","Merchandise","Metal Mayhem Merch","Poster","15","2024-07-21 03:38:38","2024-07-21"
"TXN00046322","CUST002257","Food & Beverage","Riff Refreshments","Burger","16","2024-07-20 21:11:20","2024-07-21"
"TXN00046323","CUST022231","Merchandise","Metal Mayhem Merch","Poster","15","2024-07-19 16:10:54","2024-07-20"
"TXN00046324","CUST029228","Food & Beverage","Heavy Metal BBQ","Fries","6","2024-07-20 01:04:38","2024-07-20"
"TXN00046325","CUST027648","Food & Beverage","Riff Refreshments","Pizza Slice","6","2024-07-19 19:37:20","2024-07-20"
"TXN00046326","CUST009591","Food & Beverage","Heavy Metal BBQ","Burger","12","2024-07-20 02:25:29","2024-07-20"
"TXN00046327","CUST027091","Food & Beverage","Heavy Metal BBQ","BBQ Plate","15","2024-07-19 21:45:24","2024-07-20"
"TXN00046328","CUST008736","Food & Beverage","Riff Refreshments","Beer","14","2024-07-20 20:03:42","2024-07-21"
"TXN00046329","CUST015518","Food & Beverage","Headbang Burgers","Burger","16","2024-07-19 19:23:26","2024-07-20"
"TXN00046330","CUST015608","Merchandise","Skull & Bones Co","Poster","25","2024-07-19 19:27:57","2024-07-20"
"TXN00046331","CUST005481","Merchandise","Blackened Apparel","Hoodie","60","2024-07-18 23:02:13","2024-07-19"
"TXN00046332","CUST021482","Food & Beverage","Thrash Tacos","Hot Dog","10","2024-07-18 23:31:16","2024-07-19"
"TXN00046333","CUST016657","Merchandise","Headbanger Heaven","Poster","25","2024-07-21 02:30:05","2024-07-21"
"TXN00046334","CUST025820","Food & Beverage","Metal Munchies","Soda","5","2024-07-21 02:19:02","2024-07-21"
"TXN00046335","CUST011117","Food & Beverage","Headbang Burgers","Energy Drink","8","2024-07-19 22:10:27","2024-07-20"
"TXN00046336","CUST016211","Food & Beverage","Heavy Metal BBQ","Fries","8","2024-07-19 19:06:11","2024-07-20"
"TXN00046337","CUST006701","Merchandise","Metal Mayhem Merch","Vinyl Record","25","2024-07-20 23:40:44","2024-07-21"
"TXN00046338","CUST020655","Merchandise","Riff Raff Gear","Flag/Banner","40","2024-07-19 22:56:08","2024-07-20"
"TXN00046339","CUST023007","Food & Beverage","Thrash Tacos","Burger","14","2024-07-19 01:29:23","2024-07-19"
"TXN00046340","CUST016385","Merchandise","Riff Raff Gear","Flag/Banner","30","2024-07-19 19:45:33","2024-07-20"
"TXN00046341","CUST023259","Food & Beverage","Headbang Burgers","BBQ Plate","20","2024-07-19 19:34:44","2024-07-20"
"TXN00046342","CUST014967","Merchandise","Headbanger Heaven","Hat/Cap","30","2024-07-19 17:51:32","2024-07-20"
"TXN00046343","CUST025510","Food & Beverage","Thrash Tacos","Soda","6","2024-07-20 16:34:19","2024-07-21"
"TXN00046344","CUST021026","Merchandise","Blackened Apparel","CD","18","2024-07-18 23:03:16","2024-07-19"
"TXN00046345","CUST000902","Merchandise","Riff Raff Gear","Hat/Cap","30","2024-07-20 21:19:15","2024-07-21"
"TXN00046346","CUST022671","Food & Beverage","Doom Dogs","Energy Drink","6","2024-07-19 03:29:04","2024-07-19"
"TXN00046347","CUST003933","Food & Beverage","Liquid Courage Bar","Pizza Slice","8","2024-07-18 21:34:49","2024-07-19"
"TXN00046348","CUST002823","Food & Beverage","Heavy Metal BBQ","Fries","8","2024-07-20 21:36:32","2024-07-21"
"TXN00046349","CUST020045","Food & Beverage","Stage Dive Pizza","Hot Dog","8","2024-07-18 18:51:13","2024-07-19"
"TXN00046350","CUST013814","Merchandise","Skull & Bones Co","Hoodie","70","2024-07-21 03:29:14","2024-07-21"
"TXN00046351","CUST001412","Merchandise","Metal Mayhem Merch","Patch","12","2024-07-19 03:04:51","2024-07-19"
"TXN00046352","CUST018100","Food & Beverage","Metal Munchies","Water","4","2024-07-20 02:43:10","2024-07-20"
"TXN00046353","CUST014176","Merchandise","Metal Mayhem Merch","Vinyl Record","35","2024-07-20 22:38:35","2024-07-21"
"TXN00046354","CUST017929","Food & Beverage","Thrash Tacos","Burger","16","2024-07-18 20:54:44","2024-07-19"
"TXN00046355","CUST014122","Food & Beverage","Riff Refreshments","Pizza Slice","8","2024-07-19 00:36:00","2024-07-19"
"TXN00046356","CUST015251","Food & Beverage","Stage Dive Pizza","Beer","12","2024-07-19 16:26:29","2024-07-20"
"TXN00046357","CUST017894","Merchandise","Riff Raff Gear","Flag/Banner","30","2024-07-20 20:08:26","2024-07-21"
"TXN00046358","CUST001055","Food & Beverage","Metal Munchies","Soda","6","2024-07-19 22:20:48","2024-07-20"
"TXN00046359","CUST005842","Merchandise","Headbanger Heaven","T-Shirt","30","2024-07-18 21:48:51","2024-07-19"
"TXN00046360","CUST009134","Food & Beverage","Metal Munchies","Hot Dog","10","2024-07-21 01:41:45","2024-07-21"
"TXN00046361","CUST024500","Merchandise","Metal Mayhem Merch","Hat/Cap","25","2024-07-20 20:12:38","2024-07-21"
"TXN00046362","CUST017154","Food & Beverage","Headbang Burgers","Burger","14","2024-07-21 02:11:39","2024-07-21"
"TXN00046363","CUST006154","Food & Beverage","Metal Munchies","Beer","12","2024-07-18 18:24:20","2024-07-19"
"TXN00046364","CUST008364","Food & Beverage","Metal Munchies","Pizza Slice","8","2024-07-19 23:54:43","2024-07-20"
"TXN00046365","CUST008397","Merchandise","Blackened Apparel","CD","18","2024-07-18 20:41:55","2024-07-19"
"TXN00046366","CUST023023","Food & Beverage","Thrash Tacos","Pizza Slice","6","2024-07-18 20:34:48","2024-07-19"
"TXN00046367","CUST007408","Food & Beverage","Metal Munchies","Burger","12","2024-07-19 22:59:12","2024-07-20"
"TXN00046368","CUST004937","Merchandise","Blackened Apparel","Hoodie","70","2024-07-18 19:16:43","2024-07-19"
"TXN00046369","CUST023739","Merchandise","Blackened Apparel","Patch","8","2024-07-20 03:12:59","2024-07-20"
"TXN00046370","CUST014044","Merchandise","Riff Raff Gear","Hat/Cap","30","2024-07-20 18:36:28","2024-07-21"
"TXN00046371","CUST020578","Food & Beverage","Doom Dogs","Pizza Slice","8","2024-07-20 01:29:17","2024-07-20"
"TXN00046372","CUST020015","Food & Beverage","Doom Dogs","Tacos","14","2024-07-19 23:31:03","2024-07-20"
"TXN00046373","CUST027513","Food & Beverage","Riff Refreshments","Hot Dog","8","2024-07-19 19:55:35","2024-07-20"
"TXN00046374","CUST013588","Food & Beverage","Stage Dive Pizza","BBQ Plate","18","2024-07-20 03:33:12","2024-07-20"
"TXN00046375","CUST009761","Food & Beverage","Heavy Metal BBQ","Fries","8","2024-07-19 02:27:15","2024-07-19"
"TXN00046376","CUST024385","Merchandise","Riff Raff Gear","CD","12","2024-07-18 18:15:37","2024-07-19"
"TXN00046377","CUST012096","Food & Beverage","Thrash Tacos","Beer","14","2024-07-20 22:41:33","2024-07-21"
"TXN00046378","CUST011482","Merchandise","Skull & Bones Co","T-Shirt","35","2024-07-19 00:22:50","2024-07-19"
"TXN00046379","CUST020277","Merchandise","Skull & Bones Co","Poster","15","2024-07-19 03:43:18","2024-07-19"
"TXN00046380","CUST029371","Merchandise","Riff Raff Gear","Hat/Cap","25","2024-07-18 17:28:38","2024-07-19"
"TXN00046381","CUST020401","Merchandise","Metal Mayhem Merch","Poster","20","2024-07-20 03:54:55","2024-07-20"
"TXN00046382","CUST022937","Food & Beverage","Riff Refreshments","Tacos","12","2024-07-20 17:53:45","2024-07-21"
"TXN00046383","CUST020738","Food & Beverage","Metal Munchies","Burger","12","2024-07-21 00:37:22","2024-07-21"
"TXN00046384","CUST026805","Food & Beverage","Riff Refreshments","Beer","10","2024-07-19 03:39:52","2024-07-19"
"TXN00046385","CUST004034","Merchandise","Skull & Bones Co","Vinyl Record","30","2024-07-18 18:40:02","2024-07-19"
"TXN00046386","CUST020078","Merchandise","Skull & Bones Co","Hat/Cap","30","2024-07-21 02:25:58","2024-07-21"
"TXN00046387","CUST007643","Food & Beverage","Stage Dive Pizza","Burger","14","2024-07-20 03:32:18","2024-07-20"
"TXN00046388","CUST018858","Food & Beverage","Stage Dive Pizza","Water","5","2024-07-20 22:01:26","2024-07-21"
"TXN00046389","CUST029423","Merchandise","Skull & Bones Co","Flag/Banner","30","2024-07-19 18:26:02","2024-07-20"
"TXN00046390","CUST009227","Food & Beverage","Liquid Courage Bar","Tacos","12","2024-07-18 21:16:13","2024-07-19"
"TXN00046391","CUST005962","Food & Beverage","Liquid Courage Bar","Beer","12","2024-07-20 01:55:33","2024-07-20"
"TXN00046392","CUST008732","Merchandise","Headbanger Heaven","Vinyl Record","30","2024-07-19 17:56:31","2024-07-20"
"TXN00046393","CUST022973","Merchandise","Riff Raff Gear","CD","12","2024-07-19 00:14:03","2024-07-19"
"TXN00046394","CUST017687","Merchandise","Metal Mayhem Merch","Hat/Cap","30","2024-07-20 00:28:40","2024-07-20"
"TXN00046395","CUST008640","Food & Beverage","Stage Dive Pizza","Fries","6","2024-07-18 19:30:41","2024-07-19"
"TXN00046396","CUST017744","Merchandise","Riff Raff Gear","Poster","15","2024-07-20 16:59:12","2024-07-21"
"TXN00046397","CUST004047","Merchandise","Metal Mayhem Merch","Hat/Cap","25","2024-07-20 22:20:12","2024-07-21"
"TXN00046398","CUST012329","Food & Beverage","Metal Munchies","Beer","10","2024-07-20 00:06:37","2024-07-20"
"TXN00046399","CUST023937","Merchandise","Metal Mayhem Merch","Flag/Banner","30","2024-07-18 16:44:07","2024-07-19"
"TXN00046400","CUST006489","Food & Beverage","Doom Dogs","BBQ Plate","18","2024-07-19 21:00:51","2024-07-20"
"TXN00046401","CUST016167","Merchandise","Skull & Bones Co","Flag/Banner","40","2024-07-21 02:17:27","2024-07-21"
"TXN00046402","CUST020571","Food & Beverage","Metal Munchies","Soda","5","2024-07-19 17:17:44","2024-07-20"
"TXN00046403","CUST009338","Food & Beverage","Riff Refreshments","Energy Drink","7","2024-07-19 23:28:27","2024-07-20"
"TXN00046404","CUST014154","Food & Beverage","Metal Munchies","Beer","12","2024-07-21 00:50:56","2024-07-21"
"TXN00046405","CUST029232","Food & Beverage","Liquid Courage Bar","Water","4","2024-07-19 21:15:50","2024-07-20"
"TXN00046406","CUST012296","Merchandise","Headbanger Heaven","CD","15","2024-07-18 19:06:26","2024-07-19"
"TXN00046407","CUST021864","Merchandise","Headbanger Heaven","Vinyl Record","35","2024-07-19 17:23:23","2024-07-20"
"TXN00046408","CUST020417","Food & Beverage","Thrash Tacos","BBQ Plate","15","2024-07-21 00:43:09","2024-07-21"
"TXN00046409","CUST014644","Merchandise","Riff Raff Gear","Hat/Cap","20","2024-07-18 19:10:02","2024-07-19"
"TXN00046410","CUST005718","Food & Beverage","Thrash Tacos","Pizza Slice","8","2024-07-18 22:45:46","2024-07-19"
"TXN00046411","CUST014463","Merchandise","Blackened Apparel","Poster","15","2024-07-19 17:30:53","2024-07-20"
"TXN00046412","CUST006963","Food & Beverage","Headbang Burgers","Beer","12","2024-07-19 16:01:57","2024-07-20"
"TXN00046413","CUST026769","Merchandise","Metal Mayhem Merch","Flag/Banner","30","2024-07-19 21:17:36","2024-07-20"
"TXN00046414","CUST005794","Food & Beverage","Headbang Burgers","Soda","6","2024-07-18 21:33:27","2024-07-19"
"TXN00046415","CUST003500","Food & Beverage","Stage Dive Pizza","Fries","8","2024-07-19 19:34:43","2024-07-20"
"TXN00046416","CUST015016","Food & Beverage","Metal Munchies","Tacos","12","2024-07-20 16:38:20","2024-07-21"
"TXN00046417","CUST026882","Food & Beverage","Thrash Tacos","Soda","6","2024-07-21 00:56:55","2024-07-21"
"TXN00046418","CUST029863","Merchandise","Riff Raff Gear","Patch","10","2024-07-19 20:58:04","2024-07-20"
"TXN00046419","CUST028154","Merchandise","Riff Raff Gear","CD","18","2024-07-18 19:27:49","2024-07-19"
"TXN00046420","CUST024358","Merchandise","Riff Raff Gear","CD","18","2024-07-20 19:33:52","2024-07-21"
"TXN00046421","CUST028485","Food & Beverage","Liquid Courage Bar","Water","4","2024-07-19 16:29:29","2024-07-20"
"TXN00046422","CUST013542","Merchandise","Skull & Bones Co","T-Shirt","30","2024-07-18 19:55:59","2024-07-19"
"TXN00046423","CUST004855","Food & Beverage","Liquid Courage Bar","Energy Drink","7","2024-07-20 20:07:58","2024-07-21"
"TXN00046424","CUST003824","Food & Beverage","Liquid Courage Bar","BBQ Plate","18","2024-07-20 19:28:33","2024-07-21"
"TXN00046425","CUST012517","Food & Beverage","Stage Dive Pizza","Hot Dog","10","2024-07-18 17:56:06","2024-07-19"
"TXN00046426","CUST015505","Merchandise","Headbanger Heaven","Poster","25","2024-07-19 23:58:10","2024-07-20"
"TXN00046427","CUST026587","Merchandise","Blackened Apparel","Vinyl Record","35","2024-07-18 19:02:15","2024-07-19"
"TXN00046428","CUST002733","Food & Beverage","Riff Refreshments","BBQ Plate","20","2024-07-20 00:47:11","2024-07-20"
"TXN00046429","CUST016223","Food & Beverage","Thrash Tacos","Fries","8","2024-07-18 22:38:44","2024-07-19"
"TXN00046430","CUST010659","Food & Beverage","Stage Dive Pizza","Soda","5","2024-07-20 17:00:44","2024-07-21"
"TXN00046431","CUST027147","Food & Beverage","Riff Refreshments","Pizza Slice","6","2024-07-18 18:10:48","2024-07-19"
"TXN00046432","CUST022633","Merchandise","Headbanger Heaven","Flag/Banner","30","2024-07-20 01:06:38","2024-07-20"
"TXN00046433","CUST018840","Merchandise","Skull & Bones Co","T-Shirt","30","2024-07-19 20:18:13","2024-07-20"
"TXN00046434","CUST007693","Food & Beverage","Thrash Tacos","Tacos","10","2024-07-18 20:58:34","2024-07-19"
"TXN00046435","CUST028230","Food & Beverage","Liquid Courage Bar","Beer","12","2024-07-18 16:38:34","2024-07-19"
"TXN00046436","CUST000845","Food & Beverage","Heavy Metal BBQ","Water","5","2024-07-19 03:47:35","2024-07-19"
"TXN00046437","CUST012085","Merchandise","Blackened Apparel","Vinyl Record","35","2024-07-20 00:11:27","2024-07-20"
"TXN00046438","CUST027998","Food & Beverage","Heavy Metal BBQ","Pizza Slice","8","2024-07-18 23:44:24","2024-07-19"
"TXN00046439","CUST002066","Food & Beverage","Doom Dogs","Burger","14","2024-07-21 00:25:02","2024-07-21"
"TXN00046440","CUST006019","Food & Beverage","Liquid Courage Bar","Hot Dog","10","2024-07-19 01:15:56","2024-07-19"
"TXN00046441","CUST024930","Food & Beverage","Riff Refreshments","Tacos","14","2024-07-19 00:46:24","2024-07-19"
"TXN00046442","CUST027931","Food & Beverage","Liquid Courage Bar","Tacos","12","2024-07-20 19:45:18","2024-07-21"
"TXN00046443","CUST015917","Food & Beverage","Riff Refreshments","Fries","6","2024-07-20 20:11:36","2024-07-21"
"TXN00046444","CUST001131","Food & Beverage","Headbang Burgers","Beer","14","2024-07-18 20:33:35","2024-07-19"
"TXN00046445","CUST015589","Merchandise","Blackened Apparel","Poster","25","2024-07-20 18:20:42","2024-07-21"
"TXN00046446","CUST015441","Food & Beverage","Thrash Tacos","Soda","6","2024-07-19 01:48:29","2024-07-19"
"TXN00046447","CUST026107","Food & Beverage","Liquid Courage Bar","Energy Drink","6","2024-07-20 17:01:08","2024-07-21"
"TXN00046448","CUST028385","Food & Beverage","Headbang Burgers","Water","4","2024-07-21 00:30:33","2024-07-21"
"TXN00046449","CUST001596","Food & Beverage","Heavy Metal BBQ","Water","5","2024-07-20 22:54:35","2024-07-21"
"TXN00046450","CUST001237","Food & Beverage","Thrash Tacos","Tacos","12","2024-07-19 00:33:26","2024-07-19"
"TXN00046451","CUST006673","Merchandise","Riff Raff Gear","Poster","25","2024-07-20 02:08:38","2024-07-20"
"TXN00046452","CUST009817","Food & Beverage","Thrash Tacos","Hot Dog","8","2024-07-19 16:17:28","2024-07-20"
"TXN00046453","CUST012968","Merchandise","Blackened Apparel","CD","15","2024-07-18 16:53:52","2024-07-19"
"TXN00046454","CUST004814","Food & Beverage","Doom Dogs","Hot Dog","8","2024-07-18 22:19:28","2024-07-19"
"TXN00046455","CUST026126","Food & Beverage","Headbang Burgers","Water","5","2024-07-18 21:18:06","2024-07-19"
"TXN00046456","CUST004134","Merchandise","Blackened Apparel","Flag/Banner","35","2024-07-19 16:09:01","2024-07-20"
"TXN00046457","CUST012226","Merchandise","Blackened Apparel","Poster","25","2024-07-19 18:56:32","2024-07-20"
"TXN00046458","CUST009622","Food & Beverage","Heavy Metal BBQ","BBQ Plate","15","2024-07-20 16:29:46","2024-07-21"
"TXN00046459","CUST012115","Food & Beverage","Liquid Courage Bar","Hot Dog","10","2024-07-18 20:29:38","2024-07-19"
"TXN00046460","CUST012707","Merchandise","Metal Mayhem Merch","Hoodie","70","2024-07-18 22:38:23","2024-07-19"
"TXN00046461","CUST018844","Food & Beverage","Stage Dive Pizza","Hot Dog","8","2024-07-19 21:00:57","2024-07-20"
"TXN00046462","CUST029397","Merchandise","Headbanger Heaven","Vinyl Record","30","2024-07-20 02:52:52","2024-07-20"
"TXN00046463","CUST015935","Food & Beverage","Riff Refreshments","Energy Drink","7","2024-07-20 20:37:11","2024-07-21"
"TXN00046464","CUST020771","Food & Beverage","Headbang Burgers","Pizza Slice","6","2024-07-18 18:22:52","2024-07-19"
"TXN00046465","CUST001389","Food & Beverage","Thrash Tacos","Beer","14","2024-07-20 23:17:35","2024-07-21"
