customer_id,age_group,gender,state,country,distance_traveled_miles,previous_attendance,purchase_platform
"CUST002777","45-54","Prefer not to say","CA","USA","2591","Returning (3+)","Dice"
"CUST002778","18-24","Male","MI","USA","558","First Time","Ticketmaster"
"CUST002779","18-24","Female","TX","USA","1546","Returning (3+)","SeatGeek"
"CUST002780","45-54","Male","RI","USA","320","Second Time","Festival Website"
"CUST002781","25-34","Male","CT","USA","343","Returning (3+)","SeatGeek"
"CUST002782","25-34","Prefer not to say","CA","USA","2959","Second Time","Eventbrite"
"CUST002783","55+","Non-Binary","VA","USA","349","Second Time","Ticketmaster"
"CUST002784","18-24","Female","MI","USA","578","Second Time","SeatGeek"
"CUST002785","18-24","Non-Binary","IL","USA","761","First Time","SeatGeek"
"CUST002786","35-44","Non-Binary","DE","USA","159","Second Time","Eventbrite"
"CUST002787","35-44","Non-Binary","MA","USA","308","Second Time","Eventbrite"
"CUST002788","25-34","Prefer not to say","NY","USA","289","First Time","StubHub"
"CUST002789","18-24","Male","NY","USA","172","Second Time","StubHub"
"CUST002790","18-24","Prefer not to say","FL","USA","1035","Second Time","Festival Website"
"CUST002791","18-24","Non-Binary","MA","USA","319","Returning (3+)","Eventbrite"
"CUST002792","25-34","Female","RI","USA","350","Returning (3+)","SeatGeek"
"CUST002793","55+","Non-Binary","NY","USA","241","First Time","StubHub"
"CUST002794","25-34","Male","NY","USA","236","Second Time","SeatGeek"
"CUST002795","35-44","Non-Binary","OH","USA","303","Second Time","Eventbrite"
"CUST002796","45-54","Male","NJ","USA","176","First Time","SeatGeek"
"CUST002797","45-54","Female","PA","USA","59","Returning (3+)","Ticketmaster"
"CUST002798","35-44","Prefer not to say","GA","USA","705","First Time","StubHub"
"CUST002799","35-44","Male","GA","USA","755","Second Time","Dice"
"CUST002800","45-54","Non-Binary","MI","USA","494","Returning (3+)","Eventbrite"
"CUST002801","45-54","Female","MD","USA","105","Second Time","StubHub"
"CUST002802","25-34","Female","PA","USA","132","First Time","Ticketmaster"
"CUST002803","25-34","Prefer not to say","PA","USA","107","Second Time","Dice"
"CUST002804","55+","Male","TX","USA","1643","Second Time","Ticketmaster"
"CUST002805","55+","Female","OH","USA","270","First Time","Dice"
"CUST002806","25-34","Female","MD","USA","112","First Time","StubHub"
"CUST002807","55+","Female","MD","USA","113","First Time","Festival Website"
"CUST002808","35-44","Male","MD","USA","173","Returning (3+)","SeatGeek"
"CUST002809","18-24","Non-Binary","VA","USA","164","Second Time","Eventbrite"
"CUST002810","45-54","Female","FL","USA","829","Returning (3+)","Dice"
"CUST002811","35-44","Female","NJ","USA","217","Returning (3+)","Ticketmaster"
"CUST002812","45-54","Female","CA","USA","2604","First Time","Festival Website"
"CUST002813","35-44","Male","NC","USA","370","First Time","SeatGeek"
"CUST002814","55+","Female","SC","USA","509","Returning (3+)","SeatGeek"
"CUST002815","18-24","Prefer not to say","MD","USA","57","Returning (3+)","Dice"
"CUST002816","18-24","Female","NY","USA","167","Returning (3+)","Eventbrite"
"CUST002817","55+","Female","NY","USA","276","Returning (3+)","Dice"
"CUST002818","18-24","Prefer not to say","NC","USA","392","First Time","Ticketmaster"
"CUST002819","35-44","Female","RI","USA","379","Returning (3+)","Festival Website"
"CUST002820","35-44","Prefer not to say","OH","USA","291","First Time","Festival Website"
"CUST002821","25-34","Non-Binary","PA","USA","148","Second Time","Dice"
"CUST002822","18-24","Non-Binary","OH","USA","273","Returning (3+)","Ticketmaster"
"CUST002823","18-24","Female","NJ","USA","173","Returning (3+)","Festival Website"
"CUST002824","55+","Non-Binary","OH","USA","288","Returning (3+)","Ticketmaster"
"CUST002825","35-44","Female","NJ","USA","195","First Time","Dice"
"CUST002826","55+","Non-Binary","VA","USA","190","Second Time","Festival Website"
"CUST002827","45-54","Female","NY","USA","284","First Time","Festival Website"
"CUST002828","25-34","Male","GA","USA","687","Second Time","Dice"
"CUST002829","35-44","Female","PA","USA","71","Returning (3+)","Eventbrite"
"CUST002830","55+","Male","DE","USA","188","Returning (3+)","Dice"
"CUST002831","35-44","Female","MD","USA","154","First Time","Eventbrite"
"CUST002832","25-34","Non-Binary","GA","USA","739","First Time","Ticketmaster"
"CUST002833","18-24","Male","PA","USA","149","Returning (3+)","StubHub"
"CUST002834","25-34","Prefer not to say","VA","USA","330","Second Time","StubHub"
"CUST002835","55+","Female","PA","USA","137","First Time","Ticketmaster"
"CUST002836","45-54","Female","CA","USA","2707","First Time","Dice"
"CUST002837","35-44","Prefer not to say","MA","USA","321","Returning (3+)","SeatGeek"
"CUST002838","45-54","Male","NY","USA","249","Second Time","StubHub"
"CUST002839","18-24","Female","DE","USA","179","Returning (3+)","Festival Website"
"CUST002840","25-34","Non-Binary","MA","USA","391","First Time","Dice"
"CUST002841","18-24","Male","PA","USA","126","First Time","Festival Website"
"CUST002842","55+","Prefer not to say","NJ","USA","241","First Time","StubHub"
"CUST002843","45-54","Male","MD","USA","190","Second Time","Festival Website"
"CUST002844","25-34","Prefer not to say","PA","USA","0","First Time","Festival Website"
"CUST002845","18-24","Non-Binary","SC","USA","517","First Time","Dice"
"CUST002846","25-34","Non-Binary","PA","USA","15","First Time","Festival Website"
"CUST002847","55+","Female","RI","USA","370","First Time","Eventbrite"
"CUST002848","18-24","Non-Binary","SC","USA","615","First Time","Ticketmaster"
"CUST002849","25-34","Male","NC","USA","357","Returning (3+)","Dice"
"CUST002850","45-54","Female","MI","USA","462","Returning (3+)","Dice"
"CUST002851","35-44","Male","NY","USA","216","Returning (3+)","Ticketmaster"
"CUST002852","35-44","Non-Binary","SC","USA","525","Second Time","Eventbrite"
"CUST002853","18-24","Prefer not to say","MA","USA","395","First Time","Festival Website"
"CUST002854","18-24","Male","TX","USA","1730","Returning (3+)","StubHub"
"CUST002855","55+","Male","TX","USA","1601","Returning (3+)","SeatGeek"
"CUST002856","25-34","Female","MD","USA","116","Returning (3+)","SeatGeek"
"CUST002857","35-44","Female","CT","USA","271","First Time","Ticketmaster"
"CUST002858","55+","Non-Binary","NJ","USA","172","Returning (3+)","StubHub"
"CUST002859","55+","Non-Binary","NC","USA","318","Returning (3+)","Dice"
"CUST002860","18-24","Female","TX","USA","1566","Returning (3+)","Ticketmaster"
"CUST002861","55+","Non-Binary","IL","USA","772","Returning (3+)","Festival Website"
"CUST002862","35-44","Male","NY","USA","298","Returning (3+)","SeatGeek"
"CUST002863","18-24","Male","MI","USA","442","First Time","Festival Website"
"CUST002864","35-44","Female","NJ","USA","168","Second Time","Dice"
"CUST002865","18-24","Female","GA","USA","661","Returning (3+)","Ticketmaster"
"CUST002866","25-34","Non-Binary","PA","USA","70","Second Time","Festival Website"
"CUST002867","35-44","Non-Binary","NY","USA","246","Second Time","Dice"
"CUST002868","18-24","Female","PA","USA","17","Second Time","Dice"
"CUST002869","18-24","Non-Binary","NC","USA","399","Returning (3+)","Eventbrite"
"CUST002870","45-54","Non-Binary","IL","USA","727","Second Time","Dice"
"CUST002871","18-24","Non-Binary","PA","USA","89","Returning (3+)","Eventbrite"
"CUST002872","55+","Male","PA","USA","21","Second Time","Dice"
"CUST002873","55+","Male","PA","USA","143","Second Time","Ticketmaster"
"CUST002874","45-54","Prefer not to say","DE","USA","162","Returning (3+)","Festival Website"
"CUST002875","25-34","Non-Binary","SC","USA","569","Returning (3+)","Ticketmaster"
"CUST002876","25-34","Male","VA","USA","164","Returning (3+)","SeatGeek"
"CUST002877","45-54","Prefer not to say","DE","USA","167","Second Time","Festival Website"
"CUST002878","18-24","Male","NJ","USA","225","First Time","StubHub"
"CUST002879","18-24","Prefer not to say","CT","USA","269","First Time","StubHub"
"CUST002880","18-24","Female","RI","USA","314","Second Time","Festival Website"
"CUST002881","45-54","Non-Binary","VA","USA","317","Second Time","SeatGeek"
"CUST002882","35-44","Male","RI","USA","323","Returning (3+)","StubHub"
"CUST002883","55+","Prefer not to say","MI","USA","447","Second Time","Ticketmaster"
"CUST002884","25-34","Non-Binary","RI","USA","308","Returning (3+)","Ticketmaster"
"CUST002885","25-34","Non-Binary","PA","USA","150","Returning (3+)","SeatGeek"
"CUST002886","18-24","Prefer not to say","OH","USA","353","Returning (3+)","StubHub"
"CUST002887","45-54","Non-Binary","PA","USA","115","Second Time","Dice"
"CUST002888","18-24","Non-Binary","SC","USA","483","First Time","StubHub"
"CUST002889","18-24","Male","CA","USA","2853","First Time","Ticketmaster"
"CUST002890","25-34","Male","RI","USA","308","Second Time","StubHub"
"CUST002891","35-44","Prefer not to say","FL","USA","1163","Second Time","Festival Website"
"CUST002892","45-54","Male","NC","USA","347","Returning (3+)","StubHub"
"CUST002893","55+","Female","MD","USA","157","Returning (3+)","SeatGeek"
"CUST002894","18-24","Non-Binary","MA","USA","376","Returning (3+)","Dice"
"CUST002895","45-54","Prefer not to say","PA","USA","133","First Time","Eventbrite"
"CUST002896","18-24","Female","RI","USA","330","Returning (3+)","StubHub"
"CUST002897","35-44","Female","PA","USA","39","Second Time","Eventbrite"
"CUST002898","25-34","Female","PA","USA","112","Returning (3+)","Ticketmaster"
"CUST002899","45-54","Non-Binary","MD","USA","101","Second Time","StubHub"
"CUST002900","35-44","Non-Binary","DE","USA","189","First Time","Festival Website"
"CUST002901","25-34","Female","PA","USA","8","Second Time","SeatGeek"
"CUST002902","55+","Non-Binary","IL","USA","723","Second Time","Dice"
"CUST002903","55+","Non-Binary","SC","USA","551","Second Time","Ticketmaster"
"CUST002904","35-44","Female","MD","USA","127","Returning (3+)","StubHub"
"CUST002905","35-44","Female","OH","USA","331","Second Time","SeatGeek"
"CUST002906","55+","Female","PA","USA","32","Second Time","Festival Website"
"CUST002907","18-24","Non-Binary","NC","USA","461","First Time","Eventbrite"
"CUST002908","45-54","Non-Binary","PA","USA","11","Second Time","Dice"
"CUST002909","18-24","Non-Binary","NY","USA","172","First Time","Festival Website"
"CUST002910","25-34","Male","GA","USA","663","First Time","Dice"
"CUST002911","35-44","Female","FL","USA","1096","Returning (3+)","Dice"
"CUST002912","25-34","Male","FL","USA","1017","Returning (3+)","StubHub"
"CUST002913","25-34","Prefer not to say","IL","USA","758","Second Time","Festival Website"
"CUST002914","55+","Non-Binary","SC","USA","567","Second Time","Festival Website"
"CUST002915","18-24","Female","NJ","USA","102","Second Time","Festival Website"
"CUST002916","25-34","Prefer not to say","NY","USA","248","Returning (3+)","Ticketmaster"
"CUST002917","35-44","Female","DE","USA","161","First Time","Dice"
"CUST002918","55+","Non-Binary","NJ","USA","209","First Time","StubHub"
"CUST002919","45-54","Prefer not to say","MI","USA","439","Second Time","StubHub"
"CUST002920","45-54","Male","NY","USA","217","Second Time","Festival Website"
"CUST002921","55+","Non-Binary","SC","USA","562","First Time","Festival Website"
"CUST002922","18-24","Prefer not to say","SC","USA","596","Returning (3+)","Ticketmaster"
"CUST002923","35-44","Male","PA","USA","10","First Time","StubHub"
"CUST002924","25-34","Female","PA","USA","66","First Time","Ticketmaster"
"CUST002925","55+","Female","NJ","USA","219","First Time","Festival Website"
"CUST002926","25-34","Prefer not to say","NJ","USA","157","Returning (3+)","Festival Website"
"CUST002927","35-44","Male","MD","USA","78","Returning (3+)","Festival Website"
"CUST002928","25-34","Female","TX","USA","1521","Second Time","StubHub"
"CUST002929","55+","Non-Binary","PA","USA","52","First Time","Eventbrite"
"CUST002930","55+","Female","PA","USA","102","First Time","Eventbrite"
"CUST002931","45-54","Male","MD","USA","176","Second Time","Dice"
"CUST002932","45-54","Female","PA","USA","67","Second Time","SeatGeek"
"CUST002933","55+","Female","MI","USA","541","Returning (3+)","Dice"
"CUST002934","18-24","Prefer not to say","CA","USA","2939","Returning (3+)","Ticketmaster"
"CUST002935","25-34","Male","NY","USA","271","Returning (3+)","SeatGeek"
"CUST002936","18-24","Non-Binary","NJ","USA","153","Returning (3+)","Dice"
"CUST002937","55+","Non-Binary","PA","USA","138","Returning (3+)","StubHub"
"CUST002938","18-24","Prefer not to say","IL","USA","717","Second Time","Ticketmaster"
"CUST002939","18-24","Non-Binary","PA","USA","90","Returning (3+)","Dice"
"CUST002940","35-44","Female","GA","USA","715","Returning (3+)","Ticketmaster"
"CUST002941","18-24","Male","MD","USA","163","First Time","Eventbrite"
"CUST002942","35-44","Male","PA","USA","18","Second Time","Eventbrite"
"CUST002943","45-54","Female","NC","USA","459","Returning (3+)","Dice"
"CUST002944","55+","Female","FL","USA","978","Returning (3+)","Eventbrite"
"CUST002945","18-24","Non-Binary","RI","USA","381","Returning (3+)","StubHub"
"CUST002946","25-34","Non-Binary","IL","USA","747","First Time","SeatGeek"
"CUST002947","25-34","Prefer not to say","TX","USA","1714","First Time","Dice"
"CUST002948","55+","Non-Binary","NJ","USA","163","First Time","Dice"
"CUST002949","25-34","Male","CA","USA","2982","First Time","Dice"
"CUST002950","25-34","Prefer not to say","CA","USA","2530","Second Time","Dice"
"CUST002951","35-44","Female","NY","USA","186","Returning (3+)","Ticketmaster"
"CUST002952","25-34","Male","PA","USA","94","Returning (3+)","Festival Website"
"CUST002953","55+","Male","CA","USA","2585","Returning (3+)","Dice"
"CUST002954","45-54","Female","GA","USA","705","Second Time","Eventbrite"
"CUST002955","45-54","Non-Binary","VA","USA","290","Returning (3+)","StubHub"
"CUST002956","35-44","Female","PA","USA","5","Returning (3+)","Ticketmaster"
"CUST002957","25-34","Prefer not to say","MA","USA","380","Returning (3+)","Ticketmaster"
"CUST002958","45-54","Male","VA","USA","332","First Time","StubHub"
"CUST002959","35-44","Prefer not to say","NY","USA","246","Returning (3+)","Festival Website"
"CUST002960","55+","Female","MA","USA","320","First Time","SeatGeek"
"CUST002961","55+","Prefer not to say","IL","USA","789","Returning (3+)","Dice"
"CUST002962","25-34","Female","NC","USA","472","Returning (3+)","Ticketmaster"
"CUST002963","55+","Non-Binary","NJ","USA","138","First Time","Ticketmaster"
"CUST002964","45-54","Female","VA","USA","162","Returning (3+)","Festival Website"
"CUST002965","18-24","Male","DE","USA","164","First Time","Eventbrite"
"CUST002966","35-44","Female","NY","USA","262","First Time","SeatGeek"
"CUST002967","55+","Prefer not to say","OH","USA","253","Returning (3+)","Ticketmaster"
"CUST002968","35-44","Female","GA","USA","742","Returning (3+)","Festival Website"
"CUST002969","25-34","Female","NJ","USA","136","Second Time","SeatGeek"
"CUST002970","18-24","Non-Binary","VA","USA","297","First Time","Dice"
"CUST002971","18-24","Female","NJ","USA","179","Second Time","Eventbrite"
"CUST002972","35-44","Prefer not to say","MA","USA","395","Returning (3+)","StubHub"
"CUST002973","35-44","Female","CT","USA","272","First Time","StubHub"
"CUST002974","45-54","Male","SC","USA","466","Returning (3+)","SeatGeek"
"CUST002975","55+","Prefer not to say","PA","USA","15","Second Time","SeatGeek"
"CUST002976","55+","Prefer not to say","MI","USA","580","Returning (3+)","Festival Website"
"CUST002977","45-54","Female","PA","USA","23","Second Time","Festival Website"
"CUST002978","45-54","Female","CA","USA","2828","First Time","StubHub"
"CUST002979","45-54","Non-Binary","MD","USA","123","First Time","Dice"
"CUST002980","55+","Male","DE","USA","175","Second Time","StubHub"
"CUST002981","35-44","Non-Binary","PA","USA","65","Second Time","Dice"
"CUST002982","55+","Prefer not to say","SC","USA","469","First Time","Dice"
"CUST002983","25-34","Female","MD","USA","174","First Time","SeatGeek"
"CUST002984","18-24","Female","RI","USA","328","Second Time","StubHub"
"CUST002985","45-54","Prefer not to say","NJ","USA","213","First Time","Eventbrite"
"CUST002986","18-24","Prefer not to say","IL","USA","712","Returning (3+)","Eventbrite"
"CUST002987","18-24","Male","NY","USA","160","First Time","Ticketmaster"
"CUST002988","45-54","Female","CT","USA","266","First Time","Eventbrite"
"CUST002989","25-34","Non-Binary","NC","USA","397","Returning (3+)","Ticketmaster"
"CUST002990","45-54","Prefer not to say","PA","USA","107","Second Time","StubHub"
"CUST002991","55+","Male","SC","USA","492","Second Time","Festival Website"
"CUST002992","55+","Male","TX","USA","1517","Second Time","Dice"
"CUST002993","35-44","Non-Binary","MI","USA","447","Second Time","Festival Website"
"CUST002994","25-34","Prefer not to say","MI","USA","534","Second Time","Eventbrite"
"CUST002995","25-34","Prefer not to say","OH","USA","337","First Time","StubHub"
"CUST002996","45-54","Female","PA","USA","56","Second Time","StubHub"
"CUST002997","45-54","Prefer not to say","NC","USA","430","Returning (3+)","StubHub"
"CUST002998","18-24","Non-Binary","NY","USA","237","Second Time","StubHub"
"CUST002999","55+","Male","PA","USA","76","Second Time","Eventbrite"
"CUST003000","35-44","Prefer not to say","NJ","USA","207","Second Time","Festival Website"
"CUST003001","25-34","Female","FL","USA","951","First Time","Festival Website"
"CUST003002","35-44","Male","FL","USA","903","Returning (3+)","Festival Website"
"CUST003003","55+","Non-Binary","CT","USA","327","First Time","Festival Website"
"CUST003004","25-34","Prefer not to say","PA","USA","106","Returning (3+)","Dice"
"CUST003005","25-34","Prefer not to say","MI","USA","556","Returning (3+)","Festival Website"
"CUST003006","25-34","Male","IL","USA","624","Second Time","Festival Website"
"CUST003007","18-24","Female","NY","USA","196","First Time","Festival Website"
"CUST003008","25-34","Prefer not to say","NY","USA","256","Returning (3+)","Eventbrite"
"CUST003009","25-34","Male","MD","USA","101","First Time","Eventbrite"
"CUST003010","35-44","Non-Binary","DE","USA","105","Returning (3+)","Festival Website"
"CUST003011","35-44","Male","OH","USA","271","First Time","SeatGeek"
"CUST003012","25-34","Female","VA","USA","304","Second Time","SeatGeek"
"CUST003013","35-44","Non-Binary","NC","USA","334","First Time","StubHub"
"CUST003014","25-34","Prefer not to say","CA","USA","2568","Second Time","StubHub"
"CUST003015","45-54","Male","VA","USA","230","Second Time","Festival Website"
"CUST003016","25-34","Non-Binary","PA","USA","24","Second Time","StubHub"
"CUST003017","25-34","Male","NY","USA","223","Returning (3+)","StubHub"
"CUST003018","35-44","Female","RI","USA","343","First Time","Dice"
"CUST003019","55+","Prefer not to say","NY","USA","233","Second Time","Festival Website"
"CUST003020","25-34","Non-Binary","MD","USA","198","Second Time","Dice"
"CUST003021","35-44","Male","MA","USA","394","Returning (3+)","SeatGeek"
"CUST003022","35-44","Male","PA","USA","14","Second Time","StubHub"
"CUST003023","18-24","Male","MI","USA","406","Second Time","StubHub"
"CUST003024","25-34","Non-Binary","FL","USA","968","Second Time","Dice"
"CUST003025","18-24","Non-Binary","MA","USA","374","Returning (3+)","SeatGeek"
"CUST003026","45-54","Female","IL","USA","628","First Time","Eventbrite"
"CUST003027","18-24","Prefer not to say","MD","USA","200","Second Time","Dice"
"CUST003028","55+","Male","NC","USA","455","Second Time","StubHub"
"CUST003029","35-44","Non-Binary","NY","USA","275","Second Time","StubHub"
"CUST003030","35-44","Male","GA","USA","732","First Time","StubHub"
"CUST003031","35-44","Non-Binary","NJ","USA","163","Returning (3+)","Dice"
"CUST003032","25-34","Prefer not to say","CA","USA","2868","First Time","Dice"
"CUST003033","25-34","Female","NC","USA","300","First Time","StubHub"
"CUST003034","18-24","Non-Binary","PA","USA","141","Returning (3+)","StubHub"
"CUST003035","25-34","Prefer not to say","OH","USA","335","Returning (3+)","Festival Website"
"CUST003036","18-24","Female","NJ","USA","212","Second Time","Dice"
"CUST003037","45-54","Non-Binary","PA","USA","28","Returning (3+)","Ticketmaster"
"CUST003038","45-54","Non-Binary","NJ","USA","187","Returning (3+)","Ticketmaster"
"CUST003039","55+","Non-Binary","NJ","USA","219","Second Time","SeatGeek"
"CUST003040","35-44","Female","CT","USA","274","Second Time","Eventbrite"
"CUST003041","25-34","Prefer not to say","GA","USA","723","Second Time","Dice"
"CUST003042","45-54","Female","TX","USA","1608","Second Time","Dice"
"CUST003043","35-44","Male","IL","USA","798","Returning (3+)","Ticketmaster"
"CUST003044","18-24","Non-Binary","OH","USA","377","First Time","Eventbrite"
"CUST003045","45-54","Male","IL","USA","744","Returning (3+)","SeatGeek"
"CUST003046","18-24","Prefer not to say","PA","USA","37","First Time","Eventbrite"
"CUST003047","18-24","Female","TX","USA","1748","Second Time","StubHub"
"CUST003048","18-24","Prefer not to say","RI","USA","329","Second Time","SeatGeek"
"CUST003049","25-34","Non-Binary","RI","USA","381","First Time","Festival Website"
"CUST003050","35-44","Male","MD","USA","147","First Time","Eventbrite"
"CUST003051","55+","Non-Binary","OH","USA","354","First Time","Festival Website"
"CUST003052","18-24","Female","PA","USA","78","Returning (3+)","Eventbrite"
"CUST003053","35-44","Male","CA","USA","2514","First Time","SeatGeek"
"CUST003054","35-44","Non-Binary","MD","USA","168","Second Time","Eventbrite"
"CUST003055","45-54","Male","PA","USA","2","Returning (3+)","Festival Website"
"CUST003056","45-54","Non-Binary","CA","USA","2943","First Time","Dice"
"CUST003057","55+","Prefer not to say","TX","USA","1659","Returning (3+)","Eventbrite"
"CUST003058","25-34","Male","RI","USA","392","First Time","Ticketmaster"
"CUST003059","18-24","Prefer not to say","NJ","USA","186","Second Time","Eventbrite"
"CUST003060","55+","Prefer not to say","CT","USA","292","First Time","Eventbrite"
"CUST003061","45-54","Female","IL","USA","747","Second Time","Eventbrite"
"CUST003062","25-34","Prefer not to say","NJ","USA","187","First Time","Dice"
"CUST003063","18-24","Female","VA","USA","299","First Time","Dice"
"CUST003064","25-34","Male","CT","USA","302","Returning (3+)","Festival Website"
"CUST003065","25-34","Prefer not to say","NY","USA","196","Second Time","StubHub"
"CUST003066","35-44","Female","PA","USA","2","First Time","Eventbrite"
"CUST003067","25-34","Prefer not to say","TX","USA","1494","Returning (3+)","Eventbrite"
"CUST003068","35-44","Female","PA","USA","55","First Time","Festival Website"
"CUST003069","45-54","Prefer not to say","NJ","USA","212","Returning (3+)","Festival Website"
"CUST003070","25-34","Female","NC","USA","432","First Time","Ticketmaster"
"CUST003071","18-24","Prefer not to say","OH","USA","254","Second Time","Eventbrite"
"CUST003072","45-54","Male","IL","USA","648","Second Time","Ticketmaster"
"CUST003073","25-34","Female","CA","USA","2873","First Time","Festival Website"
"CUST003074","45-54","Male","MI","USA","454","Returning (3+)","SeatGeek"
"CUST003075","25-34","Non-Binary","GA","USA","664","Second Time","Ticketmaster"
"CUST003076","25-34","Prefer not to say","PA","USA","1","Second Time","SeatGeek"
"CUST003077","18-24","Male","GA","USA","624","Second Time","Eventbrite"
"CUST003078","25-34","Non-Binary","PA","USA","68","First Time","SeatGeek"
"CUST003079","35-44","Female","MI","USA","448","First Time","Dice"
"CUST003080","18-24","Male","VA","USA","333","Second Time","SeatGeek"
"CUST003081","18-24","Prefer not to say","VA","USA","179","Second Time","Festival Website"
"CUST003082","25-34","Male","GA","USA","722","Second Time","Ticketmaster"
"CUST003083","25-34","Non-Binary","DE","USA","162","First Time","Eventbrite"
"CUST003084","25-34","Prefer not to say","CT","USA","339","Returning (3+)","SeatGeek"
"CUST003085","55+","Non-Binary","PA","USA","137","Returning (3+)","Festival Website"
"CUST003086","55+","Non-Binary","NY","USA","169","Second Time","Festival Website"
"CUST003087","55+","Female","PA","USA","73","First Time","SeatGeek"
"CUST003088","18-24","Non-Binary","DE","USA","116","First Time","Festival Website"
"CUST003089","45-54","Female","PA","USA","40","Second Time","Dice"
"CUST003090","35-44","Female","CT","USA","280","Second Time","SeatGeek"
"CUST003091","35-44","Female","NJ","USA","164","First Time","Ticketmaster"
"CUST003092","55+","Male","NY","USA","259","Returning (3+)","Dice"
"CUST003093","18-24","Male","IL","USA","689","First Time","Eventbrite"
"CUST003094","25-34","Male","MA","USA","306","First Time","Festival Website"
"CUST003095","35-44","Prefer not to say","RI","USA","400","Returning (3+)","StubHub"
"CUST003096","45-54","Non-Binary","GA","USA","738","Second Time","Festival Website"
"CUST003097","35-44","Non-Binary","RI","USA","302","Returning (3+)","Ticketmaster"
"CUST003098","25-34","Non-Binary","OH","USA","371","Returning (3+)","StubHub"
"CUST003099","18-24","Prefer not to say","CT","USA","307","First Time","Dice"
"CUST003100","35-44","Female","PA","USA","75","First Time","SeatGeek"
"CUST003101","35-44","Male","NY","USA","200","Second Time","Ticketmaster"
"CUST003102","25-34","Female","MA","USA","305","Returning (3+)","SeatGeek"
"CUST003103","45-54","Prefer not to say","VA","USA","236","Second Time","Ticketmaster"
"CUST003104","35-44","Non-Binary","PA","USA","32","First Time","Dice"
"CUST003105","55+","Female","PA","USA","145","First Time","StubHub"
"CUST003106","35-44","Prefer not to say","PA","USA","150","Returning (3+)","Eventbrite"
"CUST003107","25-34","Female","PA","USA","134","Returning (3+)","StubHub"
"CUST003108","55+","Male","CT","USA","340","Returning (3+)","Festival Website"
"CUST003109","18-24","Prefer not to say","TX","USA","1560","First Time","Dice"
"CUST003110","18-24","Male","FL","USA","1072","Returning (3+)","Festival Website"
"CUST003111","55+","Male","MD","USA","173","Returning (3+)","Ticketmaster"
"CUST003112","18-24","Male","MI","USA","524","Second Time","Festival Website"
"CUST003113","25-34","Non-Binary","TX","USA","1560","Second Time","Dice"
"CUST003114","45-54","Non-Binary","CA","USA","2534","Returning (3+)","Eventbrite"
"CUST003115","25-34","Non-Binary","PA","USA","130","Second Time","SeatGeek"
"CUST003116","55+","Female","MD","USA","93","First Time","Ticketmaster"
"CUST003117","45-54","Prefer not to say","PA","USA","146","First Time","Ticketmaster"
"CUST003118","18-24","Female","NC","USA","496","Returning (3+)","Ticketmaster"
"CUST003119","18-24","Female","IL","USA","604","First Time","StubHub"
"CUST003120","45-54","Prefer not to say","NY","USA","290","First Time","Festival Website"
"CUST003121","25-34","Male","CA","USA","2937","First Time","Dice"
"CUST003122","55+","Prefer not to say","CT","USA","302","Second Time","SeatGeek"
"CUST003123","35-44","Prefer not to say","GA","USA","677","Second Time","Ticketmaster"
"CUST003124","35-44","Female","TX","USA","1630","Second Time","Festival Website"
"CUST003125","25-34","Female","RI","USA","353","Second Time","SeatGeek"
"CUST003126","25-34","Male","DE","USA","115","Second Time","Dice"
"CUST003127","18-24","Male","MI","USA","501","First Time","Festival Website"
"CUST003128","55+","Non-Binary","CT","USA","285","First Time","Eventbrite"
"CUST003129","18-24","Female","CT","USA","298","Returning (3+)","Dice"
"CUST003130","25-34","Female","NJ","USA","173","Second Time","StubHub"
"CUST003131","25-34","Male","NJ","USA","111","Returning (3+)","Dice"
"CUST003132","45-54","Female","FL","USA","955","Returning (3+)","Ticketmaster"
"CUST003133","55+","Non-Binary","GA","USA","704","First Time","Eventbrite"
"CUST003134","55+","Male","PA","USA","74","First Time","Eventbrite"
"CUST003135","25-34","Male","GA","USA","694","First Time","Ticketmaster"
"CUST003136","45-54","Non-Binary","CA","USA","2941","First Time","Festival Website"
"CUST003137","45-54","Prefer not to say","NY","USA","247","First Time","Dice"
"CUST003138","45-54","Prefer not to say","IL","USA","705","First Time","Ticketmaster"
"CUST003139","18-24","Female","PA","USA","132","First Time","Festival Website"
"CUST003140","45-54","Male","MD","USA","195","First Time","Eventbrite"
"CUST003141","35-44","Non-Binary","MA","USA","320","Returning (3+)","Dice"
"CUST003142","18-24","Non-Binary","NY","USA","267","Returning (3+)","Ticketmaster"
"CUST003143","35-44","Female","MI","USA","464","Second Time","Eventbrite"
"CUST003144","45-54","Female","NJ","USA","120","Second Time","Ticketmaster"
"CUST003145","25-34","Male","DE","USA","145","Second Time","Dice"
"CUST003146","55+","Prefer not to say","NJ","USA","244","Second Time","Ticketmaster"
"CUST003147","18-24","Male","NY","USA","222","Returning (3+)","Eventbrite"
"CUST003148","55+","Non-Binary","MD","USA","189","Second Time","SeatGeek"
"CUST003149","55+","Male","NY","USA","269","Second Time","Festival Website"
"CUST003150","18-24","Non-Binary","MD","USA","170","Returning (3+)","Eventbrite"
"CUST003151","45-54","Female","NY","USA","185","First Time","Eventbrite"
"CUST003152","18-24","Male","CA","USA","2950","First Time","Ticketmaster"
"CUST003153","55+","Female","TX","USA","1608","Second Time","StubHub"
"CUST003154","55+","Non-Binary","TX","USA","1677","Second Time","SeatGeek"
